submission_date,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death
2021-03-31,30361748,17820396.0,2133697.0,70965,13680.0,557043,336067.0,33311.0,958,141.0
2021-04-01,30436046,17860096.0,2143304.0,74298,13524.0,557860,336580.0,33342.0,817,71.0
2021-04-02,30507096,17899126.0,2151692.0,71050,11983.0,558704,337180.0,33350.0,844,32.0
2021-04-03,30571007,17936963.0,2158523.0,63911,9454.0,559448,337626.0,33371.0,744,143.0
2021-04-04,30616689,17962772.0,2163276.0,45682,6082.0,559967,338004.0,33394.0,521,33.0
2021-04-05,30673668,17996315.0,2169032.0,56979,8804.0,560342,338194.0,33439.0,439,55.0
2021-04-06,30737867,18029195.0,2177073.0,64199,12671.0,561064,338649.0,33487.0,722,100.0
2021-04-07,30813947,18069550.0,2186365.0,76080,14466.0,561891,339194.0,33506.0,827,36.0
2021-04-08,30890424,18110427.0,2194889.0,76477,12659.0,562752,339769.0,33548.0,861,91.0
2021-04-09,30967988,18153034.0,2203254.0,77492,13006.0,563617,340404.0,33571.0,840,50.0
2021-04-10,31036812,18192025.0,2210267.0,68826,10459.0,564365,340904.0,33599.0,748,70.0
2021-04-11,31091197,18225441.0,2216131.0,54385,7244.0,564833,341230.0,33613.0,474,21.0
2021-04-12,31153287,18258145.0,2223446.0,62090,11236.0,565379,341578.0,33657.0,554,50.0
2021-04-13,31225210,18294340.0,2233626.0,71923,15943.0,566127,342050.0,33692.0,748,103.0
2021-04-14,31297157,18332936.0,2244035.0,71947,14491.0,566928,342527.0,33751.0,822,74.0
2021-04-15,31370423,18371271.0,2252815.0,73266,12922.0,567725,343065.0,33774.0,797,94.0
2021-04-16,31442667,18411976.0,2260750.0,72244,11806.0,568538,343593.0,33818.0,813,66.0
2021-04-17,31521125,18450136.0,2267554.0,78458,21716.0,569174,344035.0,33839.0,638,50.0
2021-04-18,31571228,18477979.0,2272197.0,50103,6653.0,569677,344342.0,33860.0,505,45.0
2021-04-19,31607278,18503930.0,2278040.0,46249,8161.0,570165,344632.0,33885.0,488,43.0
2021-04-20,31665128,18532478.0,2285965.0,57850,12968.0,570905,345077.0,33914.0,740,99.0
2021-04-21,31729467,18565599.0,2293672.0,64339,12282.0,571684,345527.0,33972.0,779,69.0
2021-04-22,31792383,18599957.0,2300685.0,62916,10669.0,572478,346009.0,34023.0,794,100.0
2021-04-23,31855502,18632436.0,2308166.0,63119,11970.0,573325,346559.0,34058.0,847,75.0
2021-04-24,31907847,18660321.0,2314287.0,52345,8979.0,573988,346986.0,34102.0,663,69.0
2021-04-25,31949338,18683785.0,2318296.0,41491,5506.0,574421,347274.0,34110.0,434,18.0
2021-04-26,31980262,18695652.0,2322578.0,39929,7164.0,574908,347585.0,34139.0,487,36.0
2021-04-27,32030780,18720485.0,2329210.0,50518,11683.0,575449,348002.0,34175.0,700,109.0
2021-04-28,32086132,18748439.0,2335907.0,55352,10877.0,576296,348505.0,34236.0,847,78.0
2021-04-29,32142444,18778089.0,2342425.0,56312,9920.0,577064,348976.0,34291.0,768,97.0
2021-04-30,32198152,18806949.0,2348391.0,55708,9458.0,577860,349516.0,34325.0,796,58.0
2021-05-01,32246846,18832367.0,2353357.0,48694,8097.0,578486,349965.0,34358.0,627,58.0
2021-05-02,32283753,18852043.0,2357298.0,36907,5772.0,578989,350291.0,34368.0,506,40.0
2021-05-03,32317027,18869873.0,2360601.0,33274,5595.0,579463,350579.0,34395.0,475,33.0
2021-05-04,32359790,18890303.0,2365996.0,42763,8843.0,580157,350986.0,34441.0,694,70.0
2021-05-05,32404985,18913082.0,2372618.0,45195,9562.0,580880,351415.0,34486.0,723,60.0
2021-05-06,32448261,18935414.0,2377394.0,43276,7615.0,581553,351814.0,34513.0,673,89.0
2021-05-07,32493223,18959756.0,2381661.0,44962,7128.0,582368,352379.0,34548.0,817,54.0
2021-05-08,32530332,18979262.0,2385398.0,37109,6002.0,582988,352801.0,34573.0,621,62.0
2021-05-09,32557861,18994627.0,2387524.0,27529,3813.0,583394,353102.0,34574.0,412,19.0
2021-05-10,32582518,19007321.0,2389744.0,24657,4213.0,583816,353342.0,34595.0,422,29.0
2021-05-11,32615703,19022909.0,2394108.0,33185,7281.0,584428,353700.0,34629.0,615,85.0
2021-05-12,32651840,19041071.0,2398231.0,36137,7087.0,585130,354143.0,34672.0,702,67.0
2021-05-13,32692488,19061542.0,2405177.0,40648,9404.0,585720,354532.0,34686.0,590,57.0
2021-05-14,32728034,19079538.0,2409001.0,35546,6267.0,586416,355003.0,34728.0,700,53.0
2021-05-15,32757832,19094729.0,2412556.0,29756,5344.0,586853,355282.0,34744.0,441,27.0
2021-05-16,32779339,19106030.0,2414454.0,21507,3094.0,587292,355531.0,34754.0,443,85.0
2021-05-17,32798925,19116132.0,2416234.0,19586,3459.0,587665,355729.0,34778.0,383,45.0
2021-05-18,32826801,19128568.0,2420083.0,27876,6529.0,588269,356117.0,34815.0,616,77.0
2021-05-19,32854646,19142109.0,2423440.0,27845,5466.0,588876,356466.0,34868.0,611,68.0
2021-05-20,32882702,19155928.0,2427044.0,28056,5616.0,589404,356784.0,34895.0,528,57.0
2021-05-21,32910843,19170070.0,2430088.0,28141,5098.0,590078,357248.0,34937.0,674,62.0
2021-05-22,32933117,19181252.0,2432602.0,22274,3411.0,590479,357520.0,34944.0,402,27.0
2021-05-23,32949094,19190209.0,2434049.0,15977,2153.0,590768,357700.0,34949.0,289,17.0
2021-05-24,32964471,19198436.0,2435630.0,15377,2811.0,591338,357865.0,34971.0,353,28.0
2021-05-25,32988831,19208362.0,2438252.0,24360,5112.0,591844,358157.0,35003.0,506,38.0
2021-05-26,33012534,19219086.0,2441104.0,23703,4800.0,592369,358462.0,35036.0,525,46.0
2021-05-27,33034762,19230081.0,2443420.0,22228,3972.0,592913,358805.0,35071.0,544,77.0
2021-05-28,33059616,19243840.0,2445776.0,24854,4056.0,593620,359315.0,35102.0,708,63.0
2021-05-29,33075315,19252246.0,2447387.0,15699,2435.0,593931,359517.0,35119.0,337,26.0
2021-05-30,33087690,19258533.0,2448653.0,12375,1781.0,594186,359675.0,35131.0,255,20.0
2021-05-31,33097040,19263557.0,2449299.0,9350,1268.0,594414,359820.0,35134.0,228,14.0
2021-06-01,33106154,19268193.0,2450403.0,9114,1842.0,594751,359968.0,35157.0,338,28.0
2021-06-02,33122458,19275134.0,2452395.0,16304,3829.0,595251,360282.0,35199.0,500,50.0
2021-06-03,33140894,19282795.0,2454497.0,18436,3762.0,595726,360535.0,35242.0,477,79.0
2021-06-04,33159602,19290951.0,2456321.0,18708,3862.0,596320,360922.0,35276.0,594,54.0
2021-06-05,33174316,19297689.0,2457780.0,14714,2488.0,596716,361197.0,35296.0,396,47.0
2021-06-06,33185415,19303393.0,2458751.0,11099,1463.0,597141,361546.0,35292.0,430,18.0
2021-06-07,33195423,19308053.0,2459824.0,10008,1916.0,597465,361681.0,35310.0,325,32.0
2021-06-08,33209807,19314477.0,2461635.0,14384,3486.0,597780,361910.0,35338.0,387,66.0
2021-06-09,33229576,19320391.0,2463471.0,19305,8122.0,598168,362115.0,35382.0,370,58.0
2021-06-10,33245583,19326734.0,2465145.0,16007,3579.0,598559,362373.0,35401.0,391,62.0
2021-06-11,33259726,19333200.0,2466502.0,14143,2620.0,598957,362645.0,35414.0,400,38.0
2021-06-12,33272094,19338921.0,2467882.0,12368,2663.0,599169,362759.0,35445.0,299,38.0
2021-06-13,33280859,19343287.0,2468816.0,8765,1432.0,599317,362828.0,35454.0,148,15.0
2021-06-14,33289219,19347300.0,2469521.0,8360,1709.0,599519,362911.0,35463.0,242,52.0
2021-06-15,33302048,19352410.0,2470943.0,12829,3087.0,599831,363087.0,35492.0,312,46.0
2021-06-16,33315273,19358204.0,2472537.0,13225,2904.0,600172,363292.0,35527.0,343,48.0
2021-06-17,33328786,19035390.0,2473677.0,13670,2935.0,600450,363457.0,35549.0,278,44.0
2021-06-18,33340775,19040753.0,2474696.0,11989,2155.0,600723,363645.0,35566.0,273,23.0
2021-06-19,33353153,19045740.0,2475598.0,12378,2089.0,600976,363795.0,35580.0,253,19.0
2021-06-20,33362242,19050120.0,2476376.0,9089,1435.0,601192,363923.0,35597.0,216,26.0
2021-06-21,33370960,19054148.0,2477059.0,8718,1543.0,601467,364084.0,35619.0,282,27.0
2021-06-22,33384400,19388754.0,2478369.0,13440,2977.0,601776,364262.0,35628.0,314,59.0
2021-06-23,33398289,19394523.0,2480085.0,13889,2974.0,602114,364435.0,35666.0,338,50.0
2021-06-24,33413890,19401302.0,2481483.0,15601,3252.0,602430,364660.0,35680.0,316,26.0
2021-06-25,33428991,19408595.0,2482828.0,15101,2751.0,602834,364936.0,35692.0,394,24.0
2021-06-26,33442238,19414470.0,2483967.0,13247,2585.0,603075,365110.0,35698.0,241,16.0
2021-06-27,33452866,19420362.0,2484710.0,10628,1453.0,603250,365216.0,35708.0,176,14.0
2021-06-28,33463471,19425185.0,2485516.0,10605,2012.0,603441,365279.0,35727.0,192,49.0
2021-06-29,33479171,19431091.0,2487083.0,15700,3771.0,603718,365448.0,35739.0,278,27.0
2021-06-30,33490824,19432534.0,2488809.0,16012,3965.0,603962,365565.0,35751.0,246,29.0
2021-07-01,33509537,19440321.0,2490343.0,18713,4024.0,604251,365747.0,35759.0,289,26.0
2021-07-02,33526476,19447783.0,2491716.0,16939,3125.0,604553,365942.0,35775.0,302,23.0
2021-07-03,33539716,19452557.0,2492805.0,13240,2703.0,604706,366028.0,35780.0,153,11.0
2021-07-04,33550203,19456865.0,2493612.0,10483,1872.0,604829,366086.0,35786.0,123,9.0
2021-07-05,33559478,19460559.0,2494367.0,9275,1718.0,604935,366131.0,35794.0,106,22.0
2021-07-06,33579578,19470937.0,2495636.0,20100,3359.0,605238,366323.0,35799.0,303,19.0
2021-07-07,33602364,19479038.0,2498025.0,22786,5883.0,605491,366481.0,35814.0,254,21.0
2021-07-08,33786216,19488938.0,2656319.0,28067,6611.0,605756,366638.0,35826.0,266,26.0
2021-07-09,33813959,19500328.0,2658791.0,27743,5642.0,606068,366830.0,35842.0,312,28.0
2021-07-10,33834884,19507318.0,2660735.0,20925,4280.0,606213,366906.0,35852.0,145,16.0
2021-07-11,33851605,19514159.0,2662229.0,16721,2850.0,606330,366960.0,35860.0,117,14.0
2021-07-12,33880877,19529465.0,2663738.0,29272,4297.0,606635,367130.0,35872.0,305,29.0
2021-07-13,33916063,19542647.0,2666882.0,35186,8536.0,606973,367332.0,35885.0,339,43.0
2021-07-14,33954656,19557367.0,2670417.0,38487,7765.0,607313,367481.0,35927.0,340,62.0
2021-07-15,33995473,19573023.0,2674132.0,40705,9095.0,607634,367615.0,35948.0,321,45.0
2021-07-16,34037969,19589845.0,2677768.0,42454,8978.0,608003,367826.0,35971.0,369,35.0
2021-07-17,34070354,19601233.0,2681014.0,32314,6798.0,608182,367905.0,35979.0,179,12.0
2021-07-18,34098735,19611874.0,2683505.0,28336,4912.0,608330,367966.0,35992.0,148,22.0
2021-07-19,34144191,19637157.0,2686568.0,45190,6956.0,608617,368100.0,36013.0,287,31.0
2021-07-20,34195425,19656902.0,2691619.0,51098,10966.0,608940,368257.0,36027.0,323,38.0
2021-07-21,34257155,19679409.0,2697947.0,61546,14817.0,609337,368399.0,36057.0,397,70.0
2021-07-22,34329299,19704637.0,2709313.0,71861,19217.0,609682,368566.0,36060.0,346,16.0
2021-07-23,34399387,19733077.0,2715557.0,69743,13784.0,610096,368746.0,36077.0,421,35.0
2021-07-24,34453479,19751592.0,2720802.0,53970,10345.0,610341,368839.0,36096.0,245,25.0
2021-07-25,34497015,19769104.0,2725234.0,43508,7304.0,610590,368915.0,36111.0,249,23.0
2021-07-26,34568484,19808714.0,2729854.0,71433,10854.0,611008,369090.0,36133.0,423,40.0
2021-07-27,34654791,19842238.0,2738491.0,86165,20255.0,611511,369318.0,36160.0,505,44.0
2021-07-28,34744490,19876817.0,2747960.0,89579,18843.0,612004,369515.0,36177.0,493,49.0
2021-07-29,34844403,19915503.0,2760744.0,99684,22158.0,612507,369735.0,36211.0,503,50.0
2021-07-30,34949859,19958016.0,2769971.0,105122,19610.0,613158,370074.0,36238.0,651,61.0
2021-07-31,35031157,19987557.0,2777644.0,81134,13994.0,613556,370219.0,36257.0,398,35.0
2021-08-01,35093117,20015098.0,2783810.0,61916,10280.0,613929,370339.0,36281.0,373,37.0
2021-08-02,35195731,20075381.0,2791316.0,102589,15598.0,614585,370614.0,36316.0,657,71.0
2021-08-03,35306765,20118833.0,2802199.0,110712,21952.0,615292,370939.0,36349.0,708,67.0
2021-08-04,35434842,20166907.0,2815220.0,127744,26283.0,616038,371228.0,36376.0,746,74.0
2021-08-05,35563830,20219320.0,2830489.0,128754,27407.0,616800,371522.0,36415.0,762,78.0
2021-08-06,35698207,20277147.0,2842338.0,126604,23009.0,617643,371871.0,36470.0,848,86.0
2021-08-07,35819127,20328421.0,2851836.0,120821,18549.0,618287,372091.0,36503.0,644,61.0
2021-08-08,35916716,20378901.0,2860005.0,97547,13565.0,618816,372277.0,36532.0,529,51.0
2021-08-09,36010291,20421976.0,2869155.0,93493,18558.0,619548,372458.0,36569.0,731,74.0
2021-08-10,36146742,20476254.0,2884620.0,136268,31014.0,620516,372855.0,36631.0,968,97.0
2021-08-11,36291582,20536893.0,2900718.0,144570,30019.0,621132,372798.0,36703.0,956,132.0
2021-08-12,36444158,20604125.0,2917350.0,152310,29752.0,622130,373159.0,36766.0,998,112.0
2021-08-13,36591551,20672115.0,2930823.0,147296,28635.0,623330,373636.0,36832.0,1186,122.0
2021-08-14,36732392,20735395.0,2944280.0,140674,24208.0,624225,373917.0,36880.0,895,77.0
2021-08-15,36843856,20795192.0,2954325.0,111390,16857.0,624907,374128.0,36918.0,682,54.0
2021-08-16,36953447,20847600.0,2965052.0,109461,19429.0,625769,374377.0,36981.0,854,99.0
2021-08-17,37104537,20907435.0,2984083.0,150840,34942.0,626971,374864.0,37077.0,1205,173.0
2021-08-18,37273487,20978816.0,3002207.0,167910,34640.0,628482,375501.0,37155.0,1496,157.0
2021-08-19,37449382,21055332.0,3033397.0,175691,43713.0,629878,376050.0,37245.0,1367,141.0
2021-08-20,37618791,21136103.0,3052256.0,167475,33578.0,631464,376721.0,37338.0,1572,170.0
2021-08-21,37763940,21205114.0,3065215.0,144773,21738.0,632644,377137.0,37410.0,1180,105.0
2021-08-22,37891736,21274185.0,3077272.0,127726,18077.0,633551,377467.0,37471.0,894,102.0
2021-08-23,38008306,21334206.0,3086433.0,116501,20439.0,634758,377807.0,37594.0,1132,204.0
2021-08-24,38172120,21402608.0,3106832.0,163447,37821.0,636431,378556.0,37703.0,1669,166.0
2021-08-25,38350449,21483759.0,3127482.0,178072,38244.0,638103,379234.0,37790.0,1655,178.0
2021-08-26,38537941,21568026.0,3154012.0,187239,41477.0,639899,380010.0,37908.0,1766,200.0
2021-08-27,38721114,21659436.0,3175113.0,182972,35556.0,641755,380791.0,38010.0,1814,178.0
2021-08-28,38874724,21740114.0,3190817.0,153249,24864.0,643230,381347.0,38117.0,1475,165.0
2021-08-29,38993819,21810044.0,3203391.0,118916,17894.0,644426,381821.0,38195.0,1163,128.0
2021-08-30,39127329,21881118.0,3214853.0,133427,21349.0,645674,382266.0,38289.0,1213,171.0
2021-08-31,39304814,21958443.0,3237883.0,176981,38170.0,647485,383080.0,38451.0,1762,213.0
2021-09-01,39503994,22058411.0,3264176.0,198857,40831.0,649518,383938.0,38553.0,1997,206.0
2021-09-02,39686669,22142136.0,3292042.0,182274,42715.0,651557,384817.0,38643.0,2023,255.0
2021-09-03,39870651,22230999.0,3312891.0,183594,35380.0,653529,385714.0,38774.0,1944,205.0
2021-09-04,40015594,22302912.0,3328511.0,144526,26080.0,655038,386342.0,38857.0,1510,121.0
2021-09-05,40141439,22378205.0,3341740.0,125568,17862.0,656373,386912.0,38943.0,1286,137.0
2021-09-06,40251377,22443229.0,3354294.0,109534,17015.0,657452,387315.0,39026.0,1064,122.0
2021-09-07,40369281,22757179.0,3368463.0,117814,22490.0,659008,390298.0,39194.0,1469,258.0
2021-09-08,40540607,22827563.0,3393903.0,169979,42450.0,661142,391303.0,39363.0,2076,246.0
2021-09-09,40725683,22905528.0,3421997.0,184672,48489.0,663399,392349.0,39514.0,2251,212.0
2021-09-10,40897843,22992977.0,3443325.0,171811,31541.0,665703,393351.0,39630.0,2259,200.0
2021-09-11,41053708,23078680.0,3461884.0,155338,27632.0,667461,394123.0,39739.0,1758,169.0
2021-09-12,41170508,23149784.0,3475932.0,116721,17128.0,668627,394607.0,39839.0,1147,143.0
2021-09-13,41283058,23209955.0,3488161.0,112386,20661.0,669975,395164.0,39965.0,1295,207.0
2021-09-14,41446195,23286975.0,3510514.0,162477,36717.0,672412,396449.0,40150.0,2432,365.0
2021-09-15,41610263,23366380.0,3532934.0,163152,33824.0,674918,397608.0,40404.0,2398,334.0
2021-09-16,41778367,23446638.0,3560816.0,167564,38801.0,677027,398555.0,40573.0,2084,293.0
2021-09-17,41936806,23528191.0,3579648.0,157908,29568.0,679357,399649.0,40719.0,2293,254.0
2021-09-18,42062822,23596203.0,3593849.0,125441,21135.0,680980,400423.0,40835.0,1623,153.0
2021-09-19,42160769,23658262.0,3603515.0,97860,13256.0,682202,401026.0,40916.0,1189,119.0
2021-09-20,42253338,23711334.0,3614024.0,92536,15564.0,683546,401545.0,41042.0,1293,165.0
2021-09-21,42389064,23777105.0,3633080.0,135102,28647.0,685890,402689.0,41217.0,2335,348.0
2021-09-22,42522104,23843879.0,3651878.0,132595,27930.0,688258,403846.0,41412.0,2299,246.0
2021-09-23,42659920,23913964.0,3672504.0,136350,30072.0,690343,404801.0,41581.0,2062,220.0
2021-09-24,42793587,23968265.0,3704019.0,133310,40045.0,692804,406003.0,41713.0,2400,207.0
2021-09-25,42892555,24003360.0,3730646.0,98322,31386.0,694261,406599.0,41844.0,1457,174.0
2021-09-26,42970538,24032348.0,3753373.0,77744,25346.0,695315,407054.0,41936.0,1027,123.0
2021-09-27,43072425,24081928.0,3777557.0,101765,28829.0,697233,407862.0,42483.0,1471,206.0
2021-09-28,43189516,24134535.0,3796132.0,116647,27846.0,699385,409054.0,42684.0,2130,248.0
2021-09-29,43306970,24195485.0,3813948.0,116593,24884.0,701641,410022.0,42839.0,2206,297.0
2021-09-30,43430737,24259487.0,3832690.0,123002,25627.0,703605,410932.0,42967.0,1930,199.0
2021-10-01,43552655,24325985.0,3847359.0,121224,21269.0,705800,412202.0,43071.0,2153,173.0
2021-10-02,43636965,24371553.0,3857791.0,83817,14261.0,707132,412828.0,43194.0,1332,143.0
2021-10-03,43705694,24412334.0,3864746.0,68522,8883.0,708111,413249.0,43283.0,956,113.0
2021-10-04,43791842,24469581.0,3873063.0,86119,11821.0,709407,413955.0,43430.0,1227,177.0
2021-10-05,43896478,24519041.0,3889842.0,104398,24487.0,711462,415082.0,43572.0,2067,274.0
2021-10-06,44013989,24572789.0,3914594.0,106975,21512.0,713502,416059.0,43723.0,1989,186.0
2021-10-07,44127339,24632141.0,3933801.0,112557,24914.0,715252,416969.0,43850.0,1734,232.0
2021-10-08,44235713,24691950.0,3947026.0,107830,19487.0,717528,418203.0,43979.0,2236,243.0
2021-10-09,44308129,24731458.0,3955457.0,71768,11119.0,718602,418657.0,44070.0,1074,114.0
2021-10-10,44368514,24768369.0,3961865.0,60224,7735.0,719641,418986.0,44147.0,741,89.0
2021-10-11,44442843,24816825.0,3968255.0,74245,9570.0,720599,419599.0,44241.0,911,275.0
2021-10-12,44533115,24859209.0,3981141.0,89623,19043.0,722553,420613.0,44382.0,1944,309.0
2021-10-13,44629916,24909247.0,3994996.0,96069,19043.0,724392,421455.0,44505.0,1787,294.0
2021-10-14,44726951,24960074.0,4011097.0,96537,21043.0,725959,422252.0,44640.0,1560,228.0
2021-10-15,44818544,25011014.0,4021480.0,90787,14738.0,728001,423451.0,44730.0,1984,189.0
2021-10-16,44883521,25045730.0,4029510.0,64152,10091.0,728930,423545.0,45143.0,929,431.0
2021-10-17,44933053,25075451.0,4034101.0,49456,5904.0,729653,423587.0,45547.0,710,410.0
