Date,Open,Energy,Financial Services,Technology,Real Estate,Communication Services,Utilities,Consumer Staples,Healthcare,Basic Materials
2020-01-21,29269.05078125,58.790000915527344,30.8799991607666,96.81999969482422,39.599998474121094,56.58000183105469,66.91000366210938,63.72999954223633,104.25,60.720001220703125
2020-01-22,29263.630859375,57.95000076293945,30.8700008392334,97.69000244140625,40.099998474121094,56.869998931884766,67.5,64.05999755859375,104.83000183105469,60.61000061035156
2020-01-23,29111.01953125,56.900001525878906,30.700000762939453,97.52999877929688,39.689998626708984,56.5,67.56999969482422,63.880001068115234,104.55000305175781,59.7599983215332
2020-01-24,29230.390625,57.02000045776367,30.790000915527344,98.61000061035156,40.130001068115234,56.5099983215332,68.0,64.08000183105469,104.31999969482422,60.2599983215332
2020-01-27,28542.490234375,55.47999954223633,29.790000915527344,95.16000366210938,39.75,54.650001525878906,68.31999969482422,63.04999923706055,101.22000122070312,58.68000030517578
2020-01-28,28594.279296875,55.36000061035156,30.079999923706055,95.94000244140625,39.869998931884766,55.16999816894531,68.26000213623047,63.43000030517578,101.9800033569336,58.7400016784668
2020-01-29,28820.529296875,55.61000061035156,30.3700008392334,97.7300033569336,40.04999923706055,55.7599983215332,68.51000213623047,63.52000045776367,102.27999877929688,59.310001373291016
2020-01-30,28640.16015625,54.150001525878906,29.950000762939453,97.13999938964844,39.58000183105469,54.11000061035156,68.61000061035156,63.18000030517578,101.1500015258789,58.52000045776367
2020-01-31,28813.0390625,54.22999954223633,30.34000015258789,97.44999694824219,39.70000076293945,54.79999923706055,69.16000366210938,63.93000030517578,100.76000213623047,58.38999938964844
2020-02-03,28319.650390625,53.369998931884766,30.170000076293945,95.44000244140625,39.38999938964844,54.349998474121094,69.08999633789062,63.40999984741211,99.83000183105469,57.849998474121094
2020-02-04,28696.740234375,53.5,30.579999923706055,98.2699966430664,39.40999984741211,54.77000045776367,69.16000366210938,63.68000030517578,101.29000091552734,59.560001373291016
2020-02-05,29048.73046875,53.810001373291016,30.8700008392334,100.75,39.81999969482422,55.599998474121094,68.36000061035156,63.77000045776367,102.27999877929688,60.400001525878906
2020-02-06,29388.580078125,55.18000030517578,31.239999771118164,100.11000061035156,39.880001068115234,55.47999954223633,68.86000061035156,64.13999938964844,104.23999786376953,61.290000915527344
2020-02-07,29286.919921875,53.95000076293945,30.860000610351562,100.13999938964844,39.939998626708984,55.720001220703125,68.97000122070312,64.18000030517578,103.86000061035156,60.58000183105469
2020-02-10,28995.66015625,53.70000076293945,30.81999969482422,99.11000061035156,40.06999969482422,55.72999954223633,68.69999694824219,64.29000091552734,102.66000366210938,60.0
2020-02-11,29390.7109375,54.439998626708984,31.09000015258789,101.80999755859375,40.540000915527344,56.47999954223633,68.97000122070312,64.62999725341797,103.94999694824219,60.380001068115234
2020-02-12,29406.75,55.119998931884766,31.280000686645508,101.38999938964844,40.939998626708984,56.40999984741211,68.98999786376953,64.37000274658203,104.5999984741211,60.79999923706055
2020-02-13,29436.029296875,54.88999938964844,31.040000915527344,100.98999786376953,41.09000015258789,56.540000915527344,69.20999908447266,64.12000274658203,103.95999908447266,60.63999938964844
2020-02-14,29440.470703125,55.060001373291016,31.100000381469727,101.72000122070312,41.5,56.91999816894531,70.05000305175781,64.70999908447266,103.95999908447266,60.52000045776367
2020-02-18,29282.779296875,54.099998474121094,31.079999923706055,101.13999938964844,41.93000030517578,56.81999969482422,70.66000366210938,64.69999694824219,103.93000030517578,60.41999816894531
2020-02-19,29312.69921875,54.4900016784668,31.010000228881836,102.23999786376953,41.849998474121094,57.529998779296875,70.69999694824219,64.56999969482422,103.83000183105469,60.5
2020-02-20,29296.25,54.9900016784668,31.020000457763672,102.56999969482422,41.36000061035156,57.33000183105469,70.2300033569336,64.37999725341797,103.80000305175781,60.29999923706055
2020-02-21,29146.529296875,54.27000045776367,30.920000076293945,101.19999694824219,41.709999084472656,56.72999954223633,70.33000183105469,64.36000061035156,102.97000122070312,60.369998931884766
2020-02-24,28402.9296875,52.099998474121094,29.799999237060547,94.66999816894531,41.439998626708984,54.400001525878906,70.02999877929688,63.77000045776367,100.93000030517578,58.810001373291016
2020-02-25,28037.650390625,51.779998779296875,29.780000686645508,96.19000244140625,41.47999954223633,54.43000030517578,69.58000183105469,63.20000076293945,100.52999877929688,58.650001525878906
2020-02-26,27159.4609375,49.540000915527344,28.950000762939453,92.62999725341797,40.380001068115234,53.099998474121094,68.05000305175781,62.209999084472656,97.66999816894531,56.40999984741211
2020-02-27,26526.0,46.630001068115234,27.940000534057617,89.66000366210938,39.31999969482422,51.68000030517578,67.08999633789062,61.119998931884766,96.06999969482422,55.0
2020-02-28,25270.830078125,43.880001068115234,26.399999618530273,84.20999908447266,36.91999816894531,49.20000076293945,62.86000061035156,57.810001373291016,91.3499984741211,51.61000061035156
2020-03-02,25590.509765625,46.279998779296875,26.639999389648438,89.95999908447266,36.970001220703125,51.290000915527344,62.5,58.11000061035156,92.63999938964844,53.220001220703125
2020-03-03,26762.470703125,47.369998931884766,27.860000610351562,94.01000213623047,38.70000076293945,52.59000015258789,65.87999725341797,61.18000030517578,97.19000244140625,55.15999984741211
2020-03-04,26383.6796875,46.63999938964844,27.260000228881836,91.87000274658203,39.099998474121094,51.65999984741211,65.88999938964844,61.11000061035156,97.37999725341797,55.459999084472656
2020-03-05,26671.919921875,45.400001525878906,26.8700008392334,91.29000091552734,39.43000030517578,51.439998626708984,67.58999633789062,61.83000183105469,97.8499984741211,55.119998931884766
2020-03-06,25457.2109375,43.5,25.25,87.79000091552734,38.31999969482422,49.08000183105469,65.87000274658203,60.38999938964844,94.98999786376953,53.529998779296875
2020-03-09,24992.359375,35.06999969482422,23.0,81.58000183105469,36.45000076293945,46.54999923706055,63.54999923706055,58.13999938964844,91.38999938964844,49.68000030517578
2020-03-10,24453.0,36.66999816894531,23.8700008392334,85.68000030517578,36.70000076293945,48.060001373291016,64.5,60.099998474121094,94.76000213623047,50.34000015258789
2020-03-11,24604.630859375,34.45000076293945,23.40999984741211,85.29000091552734,36.61000061035156,47.689998626708984,62.619998931884766,59.04999923706055,93.01000213623047,49.04999923706055
2020-03-12,22184.7109375,31.190000534057617,20.940000534057617,77.44000244140625,33.2599983215332,43.7599983215332,57.5,53.88999938964844,86.01000213623047,44.56999969482422
2020-03-13,21973.8203125,31.959999084472656,21.899999618530273,80.08999633789062,34.16999816894531,45.0099983215332,57.77000045776367,54.77000045776367,88.72000122070312,46.27000045776367
2020-03-16,20917.529296875,27.950000762939453,19.350000381469727,71.72000122070312,31.799999237060547,39.5099983215332,52.459999084472656,51.349998474121094,82.5199966430664,37.689998626708984
2020-03-17,20487.05078125,28.079999923706055,20.350000381469727,74.2699966430664,30.110000610351562,41.79999923706055,52.61000061035156,53.790000915527344,83.41000366210938,42.029998779296875
2020-03-18,20188.689453125,26.040000915527344,19.649999618530273,72.3499984741211,29.600000381469727,40.29999923706055,54.209999084472656,54.75,82.4000015258789,41.099998474121094
2020-03-19,19830.009765625,24.329999923706055,18.790000915527344,73.88999938964844,28.81999969482422,41.0099983215332,54.63999938964844,55.15999984741211,83.02999877929688,40.43000030517578
2020-03-20,20253.150390625,26.260000228881836,19.81999969482422,76.26000213623047,28.950000762939453,42.869998931884766,52.41999816894531,54.040000915527344,82.95999908447266,42.54999923706055
2020-03-23,19028.359375,25.1299991607666,18.440000534057617,70.69000244140625,26.8799991607666,40.0099983215332,47.189998626708984,50.0099983215332,78.19999694824219,40.15999984741211
2020-03-24,19722.189453125,25.399999618530273,18.709999084472656,74.66000366210938,26.6299991607666,42.31999969482422,46.650001525878906,50.75,78.1500015258789,40.77000045776367
2020-03-25,21050.33984375,27.950000762939453,20.139999389648438,78.19999694824219,27.8799991607666,42.65999984741211,49.83000183105469,51.0,79.83999633789062,42.70000076293945
2020-03-26,21468.380859375,28.93000030517578,20.65999984741211,78.48999786376953,29.15999984741211,42.47999954223633,51.58000183105469,51.59000015258789,82.16999816894531,44.380001068115234
2020-03-27,21898.470703125,29.1200008392334,20.790000915527344,79.76000213623047,30.170000076293945,43.279998779296875,53.709999084472656,52.59000015258789,84.33999633789062,44.209999084472656
2020-03-30,21678.220703125,27.950000762939453,21.040000915527344,79.63999938964844,31.3799991607666,43.15999984741211,56.15999984741211,54.029998779296875,86.5199966430664,44.810001373291016
2020-03-31,22208.419921875,29.420000076293945,21.209999084472656,81.70999908447266,31.790000915527344,44.310001373291016,57.290000915527344,55.400001525878906,89.05000305175781,45.529998779296875
2020-04-01,21227.380859375,28.1200008392334,19.719999313354492,77.58999633789062,29.600000381469727,42.95000076293945,53.220001220703125,52.9900016784668,85.62000274658203,43.38999938964844
2020-04-02,20819.4609375,29.010000228881836,19.43000030517578,76.2699966430664,28.780000686645508,42.29999923706055,51.52000045776367,52.810001373291016,84.77999877929688,42.959999084472656
2020-04-03,21285.9296875,31.100000381469727,19.850000381469727,77.98999786376953,29.34000015258789,42.939998626708984,53.119998931884766,54.70000076293945,87.29000091552734,43.36000061035156
2020-04-06,21693.630859375,30.5,20.6200008392334,80.51000213623047,30.40999984741211,43.72999954223633,53.689998626708984,56.72999954223633,89.54000091552734,44.439998626708984
2020-04-07,23537.439453125,32.959999084472656,22.200000762939453,86.6500015258789,32.68000030517578,46.310001373291016,57.290000915527344,58.29999923706055,93.6500015258789,47.470001220703125
2020-04-08,22893.470703125,32.7599983215332,21.579999923706055,84.04000091552734,31.84000015258789,45.7599983215332,55.41999816894531,57.16999816894531,91.36000061035156,47.5
2020-04-09,23690.66015625,35.540000915527344,22.770000457763672,86.19000244140625,34.400001525878906,46.79999923706055,58.970001220703125,57.75,95.16999816894531,49.84000015258789
2020-04-13,23698.9296875,35.09000015258789,23.309999465942383,84.86000061035156,35.33000183105469,46.45000076293945,60.52000045776367,57.939998626708984,94.48999786376953,51.02000045776367
2020-04-14,23690.5703125,33.970001220703125,23.06999969482422,87.29000091552734,34.59000015258789,47.61000061035156,60.16999816894531,58.689998626708984,95.83999633789062,51.34000015258789
2020-04-15,23600.720703125,32.29999923706055,21.729999542236328,87.19999694824219,34.11000061035156,47.18000030517578,58.959999084472656,59.349998474121094,95.83000183105469,49.31999969482422
2020-04-16,23543.66015625,31.979999542236328,21.600000381469727,88.16999816894531,33.72999954223633,47.91999816894531,58.880001068115234,59.5099983215332,97.33999633789062,48.689998626708984
2020-04-17,23817.150390625,31.329999923706055,22.100000381469727,89.6500015258789,34.349998474121094,48.599998474121094,59.88999938964844,60.31999969482422,101.12999725341797,49.459999084472656
2020-04-20,24095.099609375,31.950000762939453,21.950000762939453,88.05000305175781,33.93000030517578,47.959999084472656,60.150001525878906,59.900001525878906,99.81999969482422,49.380001068115234
2020-04-21,23365.25,31.940000534057617,21.329999923706055,86.58999633789062,32.47999954223633,47.349998474121094,57.189998626708984,58.470001220703125,98.2699966430664,47.77000045776367
2020-04-22,23437.33984375,33.77000045776367,21.729999542236328,86.19000244140625,33.27000045776367,47.68000030517578,58.36000061035156,58.75,98.3499984741211,48.790000915527344
2020-04-23,23543.08984375,34.47999954223633,21.579999923706055,87.58999633789062,33.400001525878906,47.939998626708984,59.130001068115234,58.470001220703125,98.94000244140625,49.029998779296875
2020-04-24,23628.240234375,35.22999954223633,21.65999984741211,87.1500015258789,33.130001068115234,47.95000076293945,58.060001373291016,58.43000030517578,99.55999755859375,49.4900016784668
2020-04-27,23866.150390625,34.36000061035156,21.959999084472656,89.43000030517578,33.349998474121094,49.13999938964844,58.65999984741211,59.06999969482422,100.98999786376953,50.0099983215332
2020-04-28,24357.169921875,35.900001525878906,23.15999984741211,90.5,34.63999938964844,49.560001373291016,59.7599983215332,59.560001373291016,102.26000213623047,52.029998779296875
2020-04-29,24490.369140625,37.369998931884766,23.420000076293945,90.08000183105469,34.7599983215332,49.900001525878906,60.11000061035156,59.5099983215332,101.05999755859375,53.220001220703125
2020-04-30,24585.5703125,39.08000183105469,22.90999984741211,92.01000213623047,33.709999084472656,50.529998779296875,58.189998626708984,58.790000915527344,99.76000213623047,52.630001068115234
2020-05-01,24120.779296875,37.220001220703125,22.25,89.4000015258789,33.09000015258789,49.75,56.59000015258789,57.939998626708984,98.58999633789062,50.97999954223633
2020-05-04,23581.55078125,35.189998626708984,21.770000457763672,88.48999786376953,32.59000015258789,49.27000045776367,55.59000015258789,57.5099983215332,97.52999877929688,50.400001525878906
2020-05-05,23958.880859375,38.61000061035156,22.15999984741211,91.11000061035156,33.13999938964844,50.279998779296875,56.5,57.81999969482422,98.63999938964844,51.41999816894531
2020-05-06,23978.880859375,37.29999923706055,21.989999771118164,92.19999694824219,33.16999816894531,50.540000915527344,56.959999084472656,57.7400016784668,100.41999816894531,51.2400016784668
2020-05-07,23837.2109375,37.16999816894531,21.600000381469727,93.27999877929688,32.779998779296875,50.72999954223633,55.459999084472656,57.45000076293945,99.91999816894531,50.720001220703125
2020-05-08,24107.8203125,37.959999084472656,22.239999771118164,94.30000305175781,33.130001068115234,51.54999923706055,55.720001220703125,57.41999816894531,99.95999908447266,51.9900016784668
2020-05-11,24256.44921875,38.52000045776367,21.979999542236328,94.12999725341797,32.9900016784668,51.540000915527344,55.720001220703125,57.86000061035156,99.0,51.61000061035156
2020-05-12,24292.83984375,38.47999954223633,21.950000762939453,95.80000305175781,33.08000183105469,52.04999923706055,56.060001373291016,58.22999954223633,101.70999908447266,51.849998474121094
2020-05-13,23702.16015625,37.18000030517578,21.110000610351562,93.48999786376953,31.3700008392334,50.849998474121094,55.31999969482422,57.5,99.44999694824219,50.63999938964844
2020-05-14,23049.060546875,35.099998474121094,20.299999237060547,91.19000244140625,30.649999618530273,49.59000015258789,54.40999984741211,56.75,97.58999633789062,48.900001525878906
2020-05-15,23454.830078125,36.13999938964844,20.989999771118164,91.52999877929688,30.8700008392334,50.13999938964844,55.15999984741211,56.880001068115234,99.30000305175781,50.11000061035156
2020-05-18,24059.98046875,38.04999923706055,21.829999923706055,95.30999755859375,31.90999984741211,51.81999969482422,56.099998474121094,58.29999923706055,102.30000305175781,52.619998931884766
2020-05-19,24577.48046875,38.97999954223633,22.0,95.80000305175781,32.31999969482422,52.2599983215332,56.81999969482422,58.380001068115234,100.93000030517578,52.9900016784668
2020-05-20,24455.939453125,38.619998931884766,21.950000762939453,96.7300033569336,32.20000076293945,53.08000183105469,56.70000076293945,57.709999084472656,100.79000091552734,53.380001068115234
2020-05-21,24564.26953125,39.470001220703125,22.0,97.4000015258789,32.04999923706055,54.0,56.279998779296875,57.81999969482422,99.87000274658203,53.36000061035156
2020-05-22,24461.98046875,38.40999984741211,21.989999771118164,96.0,32.029998779296875,53.369998931884766,55.86000061035156,57.290000915527344,99.41999816894531,52.95000076293945
2020-05-26,24781.83984375,39.709999084472656,22.75,98.41999816894531,33.72999954223633,54.7400016784668,57.5,58.279998779296875,101.19000244140625,54.130001068115234
2020-05-27,25298.630859375,40.130001068115234,24.09000015258789,96.37999725341797,34.43000030517578,53.900001525878906,57.849998474121094,58.2400016784668,99.58000183105469,55.0
2020-05-28,25697.359375,40.15999984741211,24.329999923706055,96.58000183105469,34.86000061035156,53.77000045776367,58.27000045776367,59.099998474121094,101.29000091552734,55.70000076293945
2020-05-29,25324.150390625,38.599998474121094,23.399999618530273,97.04000091552734,34.619998931884766,53.70000076293945,59.09000015258789,58.9900016784668,102.22000122070312,55.45000076293945
2020-06-01,25342.990234375,38.70000076293945,23.5,97.51000213623047,34.619998931884766,53.88999938964844,59.66999816894531,59.2599983215332,102.36000061035156,55.470001220703125
2020-06-02,25582.51953125,39.869998931884766,23.889999389648438,98.13999938964844,35.560001373291016,54.70000076293945,60.630001068115234,59.7400016784668,102.02999877929688,56.0099983215332
2020-06-03,25906.880859375,41.18000030517578,24.399999618530273,99.26000213623047,35.88999938964844,55.0,61.119998931884766,60.060001373291016,102.87999725341797,57.54999923706055
2020-06-04,26226.490234375,41.5,24.719999313354492,99.23999786376953,36.2400016784668,54.880001068115234,61.189998626708984,59.7599983215332,101.76000213623047,57.88999938964844
2020-06-05,26836.80078125,43.83000183105469,26.780000686645508,99.51000213623047,36.869998931884766,54.9900016784668,60.970001220703125,60.029998779296875,102.20999908447266,59.869998931884766
2020-06-08,27232.9296875,46.470001220703125,26.670000076293945,101.2300033569336,37.439998626708984,55.52000045776367,61.29999923706055,60.43000030517578,102.80000305175781,60.060001373291016
2020-06-09,27447.369140625,45.36000061035156,26.110000610351562,101.41000366210938,37.310001373291016,56.25,62.2599983215332,60.84000015258789,103.70999908447266,59.220001220703125
2020-06-10,27251.890625,44.68000030517578,26.020000457763672,103.13999938964844,37.2599983215332,56.7599983215332,61.56999969482422,60.709999084472656,103.18000030517578,59.43000030517578
2020-06-11,26282.509765625,39.88999938964844,24.0,102.30000305175781,35.33000183105469,54.959999084472656,60.15999984741211,59.75,101.79000091552734,56.849998474121094
2020-06-12,25659.419921875,40.54999923706055,24.059999465942383,100.7699966430664,35.52000045776367,54.83000183105469,59.939998626708984,58.90999984741211,99.0,55.86000061035156
2020-06-15,25270.390625,38.119998931884766,23.010000228881836,97.5999984741211,34.58000183105469,53.33000183105469,57.630001068115234,57.58000183105469,96.13999938964844,53.59000015258789
2020-06-16,26326.6796875,41.84000015258789,25.1200008392334,102.7699966430664,37.099998474121094,56.09000015258789,60.5,59.95000076293945,100.12000274658203,57.540000915527344
2020-06-17,26330.51953125,40.93000030517578,24.610000610351562,103.08999633789062,36.81999969482422,55.560001373291016,59.59000015258789,59.81999969482422,100.7300033569336,57.13999938964844
2020-06-18,26016.44921875,39.290000915527344,23.93000030517578,102.30000305175781,35.900001525878906,55.400001525878906,58.790000915527344,59.349998474121094,99.55999755859375,56.099998474121094
2020-06-19,26213.099609375,41.43000030517578,24.600000381469727,104.19000244140625,36.220001220703125,56.36000061035156,59.619998931884766,60.47999954223633,100.93000030517578,57.290000915527344
2020-06-22,25865.080078125,38.880001068115234,23.68000030517578,102.08999633789062,34.970001220703125,55.380001068115234,56.97999954223633,59.099998474121094,99.91000366210938,55.86000061035156
2020-06-23,26159.390625,39.84000015258789,24.06999969482422,104.80999755859375,35.310001373291016,55.90999984741211,58.15999984741211,59.380001068115234,100.62999725341797,56.91999816894531
2020-06-24,25992.9609375,38.68000030517578,23.510000228881836,104.19999694824219,34.45000076293945,55.720001220703125,56.560001373291016,58.599998474121094,99.62000274658203,55.61000061035156
2020-06-25,25365.220703125,36.7599983215332,22.899999618530273,102.41999816894531,33.779998779296875,54.61000061035156,56.349998474121094,57.880001068115234,97.66000366210938,54.41999816894531
2020-06-26,25641.689453125,37.54999923706055,23.190000534057617,103.37999725341797,34.220001220703125,54.560001373291016,55.689998626708984,58.29999923706055,98.52999877929688,55.040000915527344
2020-06-29,25152.44921875,36.599998474121094,22.81999969482422,101.52999877929688,34.0099983215332,52.18000030517578,55.619998931884766,57.5,98.27999877929688,54.95000076293945
2020-06-30,25512.4296875,36.70000076293945,22.709999084472656,102.66000366210938,34.380001068115234,53.41999816894531,56.22999954223633,58.220001220703125,98.41999816894531,55.36000061035156
2020-07-01,25879.380859375,38.0,23.239999771118164,104.55999755859375,34.95000076293945,54.220001220703125,56.47999954223633,58.75,100.54000091552734,56.40999984741211
2020-07-02,25936.44921875,37.689998626708984,23.450000762939453,105.6500015258789,36.290000915527344,55.880001068115234,58.15999984741211,59.18000030517578,101.7300033569336,57.2599983215332
2020-07-06,25996.080078125,38.0,23.479999542236328,106.62999725341797,36.25,55.81999969482422,58.11000061035156,59.439998626708984,102.7699966430664,58.619998931884766
2020-07-07,26172.009765625,36.97999954223633,23.219999313354492,106.98999786376953,35.380001068115234,56.16999816894531,56.560001373291016,58.959999084472656,101.87999725341797,57.93000030517578
2020-07-08,25950.060546875,36.2599983215332,22.920000076293945,106.83000183105469,35.209999084472656,56.220001220703125,56.869998931884766,59.95000076293945,102.08999633789062,58.470001220703125
2020-07-09,26094.919921875,36.06999969482422,23.15999984741211,108.5999984741211,35.0099983215332,56.88999938964844,57.189998626708984,59.59000015258789,101.63999938964844,57.810001373291016
2020-07-10,25690.349609375,34.2400016784668,22.670000076293945,107.86000061035156,34.959999084472656,56.68000030517578,56.70000076293945,59.27000045776367,101.02999877929688,57.130001068115234
2020-07-13,26225.0703125,35.869998931884766,23.760000228881836,109.0,35.119998931884766,58.15999984741211,57.77000045776367,60.58000183105469,101.29000091552734,58.59000015258789
2020-07-14,26044.169921875,35.11000061035156,23.459999084472656,105.0,34.4900016784668,55.970001220703125,57.84000015258789,60.029998779296875,101.04000091552734,57.869998931884766
2020-07-15,27009.810546875,37.52000045776367,24.25,108.04000091552734,35.25,57.349998474121094,58.91999816894531,61.38999938964844,104.05000305175781,60.4900016784668
2020-07-16,26746.5703125,37.130001068115234,23.940000534057617,106.48999786376953,34.810001373291016,56.939998626708984,58.189998626708984,61.099998474121094,104.52999877929688,60.56999969482422
2020-07-17,26774.619140625,37.33000183105469,24.200000762939453,106.94000244140625,34.689998626708984,57.54999923706055,59.20000076293945,61.540000915527344,105.01000213623047,61.08000183105469
2020-07-20,26660.2890625,36.560001373291016,23.81999969482422,107.12999725341797,35.04999923706055,57.310001373291016,60.0,61.459999084472656,106.12999725341797,61.130001068115234
2020-07-21,26833.140625,36.70000076293945,24.0,110.33999633789062,35.0099983215332,58.47999954223633,59.56999969482422,61.400001525878906,106.2300033569336,61.0099983215332
2020-07-22,26824.560546875,37.849998474121094,24.190000534057617,108.55999755859375,34.650001525878906,57.810001373291016,59.41999816894531,61.689998626708984,106.27999877929688,61.060001373291016
2020-07-23,26955.970703125,37.65999984741211,24.260000228881836,108.75,35.060001373291016,57.9900016784668,60.59000015258789,62.20000076293945,107.08999633789062,61.81999969482422
2020-07-24,26533.41015625,37.720001220703125,24.350000381469727,104.70999908447266,34.880001068115234,56.54999923706055,60.79999923706055,62.310001373291016,106.0999984741211,61.459999084472656
2020-07-27,26447.669921875,37.459999084472656,24.15999984741211,105.83999633789062,34.81999969482422,57.060001373291016,60.29999923706055,62.06999969482422,105.05999755859375,61.869998931884766
2020-07-28,26529.44921875,37.33000183105469,23.979999542236328,106.52999877929688,35.20000076293945,57.08000183105469,59.400001525878906,62.41999816894531,105.94000244140625,62.16999816894531
2020-07-29,26388.439453125,37.0099983215332,23.969999313354492,106.01000213623047,36.04999923706055,56.93000030517578,60.560001373291016,62.650001525878906,106.01000213623047,61.189998626708984
2020-07-30,26367.419921875,36.88999938964844,24.0,106.16999816894531,36.130001068115234,56.630001068115234,60.290000915527344,62.61000061035156,105.8499984741211,60.56999969482422
2020-07-31,26409.330078125,35.650001525878906,24.010000228881836,109.44000244140625,36.25,58.380001068115234,60.56999969482422,62.5099983215332,105.80999755859375,60.40999984741211
2020-08-03,26542.3203125,36.02000045776367,24.1299991607666,111.93000030517578,36.130001068115234,58.279998779296875,60.790000915527344,62.72999954223633,106.19000244140625,60.66999816894531
2020-08-04,26664.609375,36.040000915527344,24.0,112.91000366210938,35.689998626708984,58.15999984741211,60.130001068115234,62.439998626708984,106.37999725341797,59.779998779296875
2020-08-05,26924.779296875,37.77000045776367,24.15999984741211,113.80000305175781,36.349998474121094,58.720001220703125,60.959999084472656,63.40999984741211,106.7300033569336,61.439998626708984
2020-08-06,27170.8203125,37.220001220703125,24.25,113.7699966430664,35.869998931884766,58.54999923706055,59.9900016784668,63.029998779296875,106.51000213623047,61.68000030517578
2020-08-07,27321.6796875,36.79999923706055,24.200000762939453,115.0,35.86000061035156,59.849998474121094,60.15999984741211,63.06999969482422,105.95999908447266,61.18000030517578
2020-08-10,27488.2109375,37.459999084472656,24.979999542236328,113.95999908447266,36.58000183105469,59.90999984741211,61.689998626708984,63.58000183105469,106.43000030517578,61.77000045776367
2020-08-11,27961.640625,39.08000183105469,25.489999771118164,113.05000305175781,36.75,59.65999984741211,61.540000915527344,64.13999938964844,106.63999938964844,62.849998474121094
2020-08-12,27860.240234375,38.779998779296875,25.760000228881836,112.27999877929688,36.0,59.16999816894531,60.31999969482422,63.65999984741211,105.94999694824219,62.95000076293945
